$S0260	AV. MARECHAL FLORIANO PEIXOTO
$S6160	R. WALDEMAR KOST
$S6170	R. PROFESSOR JOAO SOARES BARCELOS
$S609C	R. VEREADOR ANTONIO CARNASCIALI
$S6300	R. CORONEL LUIZ JOSE DOS SANTOS
$S5270	R. FRANCISCO DEROSSO
$S590A	R. ALCEBIADES MERLIN
$S5710	R. GENERAL THEODORICO GONCALVES GUIMARAES
$S6380	R. WALDEMAR LOUREIRO CAMPOS
$S5270	R. FRANCISCO DEROSSO
$S6300	R. CORONEL LUIZ JOSE DOS SANTOS
$S6170	R. PROFESSOR JOAO SOARES BARCELOS
$S609C	R. VEREADOR ANTONIO CARNASCIALI
$S6240	R. HIPOLITO DA COSTA
$S6170	R. PROFESSOR JOAO SOARES BARCELOS
$S6140	R. ALCINO GUANABARA
