$C1020	AV. PARANA
$E002I	R. CARLOS EDUARDO LEAO
$E025J	R. FUNCIONARIOS, DOS
$E004H	AV. MUNHOZ DA ROCHA
$E1160	AV. PREFEITO ERASTO GAERTNER
$E2270	AV. JOSE GULIN
$E2300	AV. LUIZA GULIN
$E2250	AV. FRANCISCO M. ALBIZU
$E2260	R. DESEMBARGADOR MANOEL DE LACERDA PINTO
$E223C	R. MORENO ROSEIRA PENTEADO DE ALMEIDA
$E2260	R. DESEMBARGADOR MANOEL DE LACERDA PINTO
$E2250	AV. FRANCISCO M. ALBIZU
$E2300	AV. LUIZA GULIN
$E2270	AV. JOSE GULIN
$E2220	R. ERNESTO EDMUNDO WEIGERT
$E2250	AV. FRANCISCO M. ALBIZU
$E1160	AV. PREFEITO ERASTO GAERTNER
$E115G	R. ALVARO BOTELHO
$E1140	R. NICARAGUA
$N0680	R. CORONEL AMAZONAS MARCONDES
$E004H	AV. MUNHOZ DA ROCHA
$E025J	R. FUNCIONARIOS, DOS
