$C1020	AV. PARANA
$E002I	R. CARLOS EDUARDO LEAO
$E025J	R. FUNCIONARIOS, DOS
$E004H	AV. MUNHOZ DA ROCHA
$E1160	AV. PREFEITO ERASTO GAERTNER
$E1030	R. ESTADOS UNIDOS
$E216B	R. CORONEL ROMAO RODRIGUES DE OLIVEIRA BRANCO
$E2180	R. CORONEL TEMISTOCLES DE SOUZA BRASIL
$E3110	R. LANGE DE MORRETES
$E304E	R. PAULO ILDEFONSO ASSUMPCAO
$E321F	R. PROFESSOR RAUL PINHEIRO MACHADO
$E3060	R. FAGUNDES VARELA
$E2050	R. MEXICO
$N1070	R. HOLANDA
$E1140	R. NICARAGUA
$N0680	R. CORONEL AMAZONAS MARCONDES
$E004H	AV. MUNHOZ DA ROCHA
$E025J	R. FUNCIONARIOS, DOS
