$C3000	AV. REPUBLICA ARGENTINA
$W1310	R. DEPUTADO WALDEMIRO PEDROSO
$W100D	R. ANTONIO GASPARIN
$W137A	R. LUIZ DEL GOBBO
$S2630	R. VEREADOR ADEODATO VOLPI
$S2060	R. PROFESSOR JOAO MAZZAROTTO
$S204D	R. JOAO MARQUESI
$S206A	R. MARECHAL ALTHAYR ROSZANNIY
$S271D	R. JOVINA DE OLIVEIRA KARAN
$S206B	R. ESTEPHANA PIETRUZA
$C8881	ROD. BR-116
$S5070	R. OMAR RAYMUNDO PICHETH
$S5080	R. HERMENEGILDO BONAT
$S5030	R. PRIMEIRO DE MAIO
$S501F	R. LAUDELINO AFONSO DA ROCHA
$S5340	R. BERNARDO MANN
$S501F	R. LAUDELINO AFONSO DA ROCHA
$S5030	R. PRIMEIRO DE MAIO
$S5080	R. HERMENEGILDO BONAT
$S5070	R. OMAR RAYMUNDO PICHETH
$C8881	ROD. BR-116
$S206A	R. MARECHAL ALTHAYR ROSZANNIY
$S204D	R. JOAO MARQUESI
$S2060	R. PROFESSOR JOAO MAZZAROTTO
$S2020	R. FRANCISCO RAITANI
$S150A	R. IRMAS PAULINAS
$S153C	R. ANDRE JOAO GASPARIN
