$C2000	AV. PRESIDENTE AFFONSO CAMARGO
$S9120	R. PROFESSOR NIVALDO BRAGA
$E4300	AV. VICTOR FERREIRA DO AMARAL
$PI87B	ROD. DEP JOAO LEOPOLDO JACOMEL (PINHAIS)
$PI71E	AV. IDA MARINGA (PINHAIS)
$PI70E	R. DR WALDEMAR DA COSTA LIMA (PINHAIS)
$PI56G	EST. DA GRACIOSA (PINHAIS)
$CO10P	R. ABEL SCUISSIATO (COLOMBO)
$CO08P	R. JOSE L. DO REGO (COLOMBO)
$CO73O	R. EINSTEIN (COLOMBO)
$CO46O	R. ARQUIMEDES (COLOMBO)
$CO02P	AV. MAR. JOSÉ DE ANCHIETA (COLOMBO)
$CO73O	R. EINSTEIN (COLOMBO)
$CO08P	R. JOSE L. DO REGO (COLOMBO)
$CO10P	R. ABEL SCUISSIATO (COLOMBO)
$PI56G	EST. DA GRACIOSA (PINHAIS)
$PI47F	R. JACOB MEHL (PINHAIS)
$PI67E	R. JOSE W C LIMA (PINHAIS)
$PI70E	R. DR WALDEMAR DA COSTA LIMA (PINHAIS)
$PI71E	AV. IDA MARINGA (PINHAIS)
$PI87B	ROD. DEP JOAO LEOPOLDO JACOMEL (PINHAIS)
$E4300	AV. VICTOR FERREIRA DO AMARAL
$S9120	R. PROFESSOR NIVALDO BRAGA
$E5280	R. DELEGADO LEOPOLDO BELCZAK
