PCA001	PRAÇA RUI BARBOSA
$C0060	R. PEDRO IVO
$S0240	R. DESEMBARGADOR WESTPHALEN
$S0030	AV. IGUACU
$W7010	R. JOAO ALENCAR GUIMARAES
$W7620	R. RENATO POLATTI
$W824H	R. LUIZ RONALDO CANALLI
$W7620	R. RENATO POLATTI
$W824H	R. LUIZ RONALDO CANALLI
$W7620	R. RENATO POLATTI
$W7010	R. JOAO ALENCAR GUIMARAES
$W7060	R. CURUPAITIS
$W7050	R. MAJOR FRANCA GOMES
$S0050	AV. PRESIDENTE GETULIO VARGAS
$S0220	R. ALFERES POLI
