$S0260	AV. MARECHAL FLORIANO PEIXOTO
$S636C	R. ITALINO PERUFFO
$S6250	R. TENENTE FRANCISCO FERREIRA DE SOUZA
$S6380	R. WALDEMAR LOUREIRO CAMPOS
$S5270	R. FRANCISCO DEROSSO
$S5680	R. AYRTON PIZZATTO GUSI
$S561T	R. DAVID TOWS
$S5660	R. JOAO BATISTA ZAGONEL PASSOS
$S5340	R. BERNARDO MANN
$S5660	R. JOAO BATISTA ZAGONEL PASSOS
$S561T	R. DAVID TOWS
$S5680	R. AYRTON PIZZATTO GUSI
$S5270	R. FRANCISCO DEROSSO
$S6380	R. WALDEMAR LOUREIRO CAMPOS
$S6250	R. TENENTE FRANCISCO FERREIRA DE SOUZA
$S634C	R. JOSEPHA DEREN DESTEFANI
