$C300M	AV. REPUBLICA ARGENTINA
$S211U	R. AUGUSTO DE MARI
$C300H	R. LOURIVAL PORTELLA NATEL
$S2070	AV. PRESIDENTE KENNEDY
$W1070	R. ITATIAIA
$W1020	R. SAO MATEUS
$W1090	R. ITACOLOMI
$W1220	R. RAUL FELIX
$W1010	R. JOAO BETTEGA
$W6350	R. PROFESSOR ALGACYR MUNHOZ MADER
$W5340	R. SEBASTIAO RIBEIRO BATISTA
$W536A	R. HALIM YOUSSEF GHANEM
$W5470	R. DECIO BARRETO
$W5380	R. DAVI XAVIER DA SILVA
$W5510	R. DURVALINA PURFIRIA DOS SANTOS
$W536K	R. ANTONIO DE OLIVEIRA SANTOS
$W5530	R. LEA MOREIRA DE SOUZA MOURA
$W1370	R. PEDRO GUSSO
$W532M	R. SAO SEVERINO
$W5530	R. LEA MOREIRA DE SOUZA MOURA
$W536K	R. ANTONIO DE OLIVEIRA SANTOS
$W5510	R. DURVALINA PURFIRIA DOS SANTOS
$W5380	R. DAVI XAVIER DA SILVA
$W5470	R. DECIO BARRETO
$W536A	R. HALIM YOUSSEF GHANEM
$W5340	R. SEBASTIAO RIBEIRO BATISTA
$W6350	R. PROFESSOR ALGACYR MUNHOZ MADER
$W1010	R. JOAO BETTEGA
$W1220	R. RAUL FELIX
$W1090	R. ITACOLOMI
$W1020	R. SAO MATEUS
$W1010	R. JOAO BETTEGA
$W1000	R. DOUTOR JOAO TOBIAS PINTO REBELO
$W1030	R. LUIZ PARIGOT DE SOUZA
$S2110	R. AUGUSTO DE MARI
$C300H	R. LOURIVAL PORTELLA NATEL
$S211T	R. AUGUSTO DE MARI
