$S0260	AV. MARECHAL FLORIANO PEIXOTO
$S6160	R. WALDEMAR KOST
$S6170	R. PROFESSOR JOAO SOARES BARCELOS
$S6140	R. ALCINO GUANABARA
$S6010	R. CHANCELER OSWALDO ARANHA
$S572C	R. ANDRE FERREIRA CAMARGO
$S601B	R. HUMBERTO CICCARINO
$S6300	R. CORONEL LUIZ JOSE DOS SANTOS
$S5850	R. CRISTIANO STROBEL
$S6420	R. DESEMBARGADOR ANTONIO DE PAULA
$S615G	R. ARTHUR MANOEL IWERSEN
$S6460	R. BLEY ZORNING
$S615H	R. OPERARIO SANTO DIAS
$S625G	R. ZONARDY RIBAS
$S615H	R. OPERARIO SANTO DIAS
$S6460	R. BLEY ZORNING
$S615G	R. ARTHUR MANOEL IWERSEN
$S6420	R. DESEMBARGADOR ANTONIO DE PAULA
$S5850	R. CRISTIANO STROBEL
$S6300	R. CORONEL LUIZ JOSE DOS SANTOS
$S601B	R. HUMBERTO CICCARINO
$S572C	R. ANDRE FERREIRA CAMARGO
$S6010	R. CHANCELER OSWALDO ARANHA
$S6140	R. ALCINO GUANABARA
