$S0260	AV. MARECHAL FLORIANO PEIXOTO
$C014J	TV. TOBIAS DE MACEDO
$C021L	R. RIACHUELO
$C1000	AV. JOAO GUALBERTO
$N0040	R. HEITOR STOCKLER DE FRANCA
$N0060	R. CANDIDO DE ABREU
$N0370	R. ERNANI SANTIAGO DE OLIVEIRA
$N002C	R. PREFEITO ROSALVO GOMES MELLO LEITAO
$N0540	R. MARECHAL HERMES
$N051B	R. ALBANO REIS
$N056A	R. FRANCISCO SCREMIN
$N057B	R. BRASILINO MOURA
$N082A	R. DEPUTADO WANDERLEY JUNIOR
$N0820	R. ANTONIO CORREA BITTENCOURT
$N0730	R. JOSE KORMANN
$N069A	R. JOSE NICOLLETTI
$N0780	R. CAPITAO MANOEL PACHECO DA COSTA
$N0730	R. JOSE KORMANN
$N0700	AV. ANITA GARIBALDI
$C023P	R. FLAVIO DALLEGRAVE
$N0700	AV. ANITA GARIBALDI
$N2290	R. PROFESSOR GUILHERME BUTLER
$N222I	R. JEAN JACQUES ROUSSEAU
$N229N	R. ERNA KIRCHGASSNER
$N222G	R. VIRGILIO
$N2290	R. PROFESSOR GUILHERME BUTLER
$N0700	AV. ANITA GARIBALDI
$C023P	R. FLAVIO DALLEGRAVE
$N0700	AV. ANITA GARIBALDI
$N0730	R. JOSE KORMANN
$N0780	R. CAPITAO MANOEL PACHECO DA COSTA
$N069A	R. JOSE NICOLLETTI
$N0730	R. JOSE KORMANN
$N0820	R. ANTONIO CORREA BITTENCOURT
$N082A	R. DEPUTADO WANDERLEY JUNIOR
$N0520	R. EURIPEDES GARCEZ DO NASCIMENTO
$N057B	R. BRASILINO MOURA
$N056A	R. FRANCISCO SCREMIN
$N051B	R. ALBANO REIS
$N0540	R. MARECHAL HERMES
$N002C	R. PREFEITO ROSALVO GOMES MELLO LEITAO
$N0410	R. PROFESSOR BENEDITO NICOLAU DOS SANTOS
$N0060	R. CANDIDO DE ABREU
$C017K	R. BARAO DO SERRO AZUL
$C018J	TV. NESTOR DE CASTRO
$C0180	AL. AUGUSTO STELLFELD
$C0130	R. EBANO PEREIRA
$C014I	R. CRUZ MACHADO
$C0150	AL. DOUTOR MURICY
$C0080	R. JOSE LOUREIRO
