$N0060	R. CANDIDO DE ABREU
$N0350	R. LYSIMACO FERREIRA DA COSTA
$N014A	R. DOMINGOS NASCIMENTO
$N035D	R. TEFFE
PTO0007432|N	ESTAÇÃO TUBO TEFFÉ
$N0220	R. DOM ALBERTO GONCALVES
$N033B	R. DOUTOR ROBERTO BARROZO
$N0320	R. JACAREZINHO
$W0030	AL. PRESIDENTE TAUNAY
$N030A	R. MARCELINO CHAMPAGNAT
$N024A	R. JULIA WANDERLEY
$W0110	R. FRANCISCO ROCHA
$N018A	R. PADRE AGOSTINHO
$W021H	R. JERONIMO DURSKI
$N018G	R. SAO VICENTE DE PAULO
$W8000	R. GENERAL MARIO TOURINHO
$W7000	AV. PRESIDENTE ARTHUR DA SILVA BERNARDES
$W700A	R. FRANCISCO FRISCHMANN
$W1000	R. DOUTOR JOAO TOBIAS PINTO REBELO
$W1030	R. LUIZ PARIGOT DE SOUZA
$C3000	AV. REPUBLICA ARGENTINA
$W1070	R. ITATIAIA
$W1000	R. DOUTOR JOAO TOBIAS PINTO REBELO
$W1230	R. PEDRO ZAGONEL
$C3000	AV. REPUBLICA ARGENTINA
$S155B	R. CATARINA SCOTTI
$S1500	AV. BRASILIA
$S5270	R. FRANCISCO DEROSSO
PTO0006076|N	ESTAÇÃO TUBO XAXIM
$S5740	R. ANTONIO REBELATTO
$S6200	R. EVARISTO DA VEIGA
$S6090	R. PAULO SETUBAL
$S6160	R. WALDEMAR KOST
$S026A	AV. MARECHAL FLORIANO PEIXOTO
$S6140	R. ALCINO GUANABARA
$S6330	R. CARLOS DE LAET
$S612A	R. JULIO CESAR RIBEIRO DE SOUZA
$S726F	R. JOSE RIETMEYER
$S8220	R. CORONEL FRANCISCO H. DOS SANTOS
$S810A	R. MARCOS SMANHOTTO
$S912C	R. HEITOR QUINTEIRO
$S906C	R. SAO BARTOLOMEU
$S910C	R. SAO VICENTE PALLOTTI
$S910D	R. SESINANDO CHAVES
$S9110	R. LUIZ FRANCA
$S9120	R. PROFESSOR NIVALDO BRAGA
$C2000	AV. PRESIDENTE AFFONSO CAMARGO
$E5280	R. DELEGADO LEOPOLDO BELCZAK
$S9120	R. PROFESSOR NIVALDO BRAGA
$E5200	R. OSMARIO DE LIMA
$E5250	R. HAYTON DA SILVA PEREIRA
$E5140	R. PROFESSORA ANTONIA REGINATO VIANNA
$E525C	R. MARECHAL JOSE AGOSTINHO DOS SANTOS
$E4300	AV. VICTOR FERREIRA DO AMARAL
$E3180	R. RAPHAEL PAPA
$E2010	AV. NOSSA SENHORA DA LUZ
$E0350	R. VALDIVIA
$E0160	R. AUGUSTO STRESSER
$E025M	R. PADRE GERMANO MAYER
$E021H	R. JAIME BALAO
$E0270	R. CAMOES
$E025J	R. FUNCIONARIOS, DOS
$E002J	R. LUCIANO CARDINALE
$E025I	R. CHICHORRO JUNIOR
$N0620	R. SAO LUIZ
$N0700	AV. ANITA GARIBALDI
$N0400	R. CAMPOS SALES
$E0070	R. AUGUSTO SEVERO
$N0540	R. MARECHAL HERMES
$N0410	R. PROFESSOR BENEDITO NICOLAU DOS SANTOS
